TestId,Date,Time,mRSI,injury_log
xFzhy7HngjLNZDgvUSq9,9/25/2023,6:40:29,0.3946,0
3yT1yzextxiENt3AmTl3,10/9/2023,6:41:17,0.4367,0
Aa1Yq6zBp1mb8IJbFFc5,9/15/2023,6:43:47,0.4251,0
mZVYyhej8OJ0MPQtjkz9,9/15/2023,6:43:37,0.4057,0
46uSIAs5XTdvstmF5Mu4,11/13/2023,6:36:27,0.4107,0
4ot4WVMPkAMjaYIj4t2h,3/4/2024,5:49:41,0.1847,1
RQILJBlZV1NYV5x1ysYt,2/12/2024,7:22:22,0.2649,1
3k7KJyrjv6RVLrMiFVnI,9/25/2023,6:40:44,0.1858,1
nRMgHxiZUg91XBxGeJs0,9/15/2023,6:44:02,0.1929,1
m9W62mcOa0sTIVTJEyE6,2/5/2024,6:26:14,0.2545,1
lxGa2o9UQGenV5SC2oB2,3/11/2024,7:48:56,0.232,1
dY0aCtrHgJH6ZEl11MXr,3/11/2024,7:48:50,0.2531,1
W494ZRjjL9NEQHnTSG0c,3/4/2024,5:49:35,0.2107,1
njQN8DMxvw18kvKjHTTi,3/14/2024,7:38:42,0.2841,1
IIWYbMsX3RImuidkaHuc,10/2/2023,6:38:26,0.2204,1
FUlm5TUxJ1xrEEij5P0P,9/25/2023,6:40:49,0.1917,1
i7X33G3QOGLObk8lopx5,9/15/2023,6:44:13,0.1864,1
KtJCCIFTS77hMNCem1y5,10/2/2023,6:38:33,0.2154,1
seqWb3zIy0zShrpQR4bB,3/18/2024,7:47:56,0.2526,1
59vkeI9fLTCm83xrRwxQ,3/14/2024,7:38:48,0.2477,1
ewocerVsDCXjFHFXDoKK,1/22/2024,6:24:03,0.2523,1
lis04EUbZl0MWANUDrpg,9/15/2023,6:44:08,0.1985,1
0897q1lwCBNZbnXdde2a,2/20/2024,6:32:32,0.256,1
1kO3NdnHLhmEHPcxEutI,2/12/2024,7:22:28,0.2473,1
FdPFnL140Pk8p9pJ77C9,12/4/2023,6:25:49,0.2533,1
89rYHJ8TQVZskBGpSem2,1/22/2024,6:23:57,0.2613,1
7u1ic03manZZAV7jzEr1,3/18/2024,7:48:02,0.2388,1
QNInr5phmToFaxOn0JUN,1/29/2024,6:35:07,0.2106,1
SWCNurBU7wb0KQH9z3L7,1/29/2024,6:35:01,0.2236,1
Aob3OwKwRsVouJKIswlJ,11/27/2023,7:07:12,0.2309,1
zofNhFvR2rR1Y3UBlOYP,11/6/2023,6:26:16,0.2543,1
VDRmlCpnnEnHW3nDHvAP,10/30/2023,6:37:54,0.2064,1
5gtCaRVpFCptfkr00x1i,10/23/2023,6:25:37,0.2525,1
0THTpzuxlgLqPoAMAhKI,11/6/2023,6:26:22,0.2492,1
6PuzNiAQdRchU6lhbJoe,2/20/2024,6:32:40,0.2526,1
k8cMcUGzWbzTmAfjzdd6,1/8/2024,6:24:51,0.209,1
oXa6Y23he9M0FjxwsUco,12/4/2023,6:25:55,0.2357,1
4cxJAYXZbP5XSHT7qkO4,10/9/2023,6:41:29,0.1901,1
qZIGcZhfVPrrs7xQmBJm,2/26/2024,5:48:28,0.28,1
ceO5J1J5aFoTSgAPyVqd,11/27/2023,7:07:05,0.2694,1
Qf0ugJaN76x1HndtA4k4,11/13/2023,6:36:51,0.1929,1
DRWPO8hZlNGQS1nOm6tZ,11/13/2023,6:36:44,0.2066,1
D0orebFvGdkQerbGNU3B,10/30/2023,6:37:48,0.2428,1
ToR2qQYFcjAP58mxbrCA,1/8/2024,6:24:58,0.2071,1
O0CQsDhbi3Gu5R8k4AoY,10/16/2023,6:37:52,0.2227,1
QN1N77CnKQeZpxY42ILC,2/26/2024,5:48:34,0.2595,1
yB7F9ysOdfDGvgm9420C,1/15/2024,6:35:00,0.2332,1
Wn2MK4CrLlADPcWxBamc,10/23/2023,6:25:44,0.2284,1
qX3wPQIY0D5uIBBauOfT,10/16/2023,6:37:58,0.1974,1
n7cPhMcGFMI6ZbkzT36F,10/9/2023,6:41:36,0.188,1
FOTkD7c2dK22AJnAYxmv,2/5/2024,6:26:08,0.23,1
0Mmxl7fzywuBKp2cq4Hb,1/15/2024,6:34:54,0.2755,1
aON5OkThvwDkD2qSDvZI,11/6/2023,6:36:33,0.3826,0
JAWUCcb8mXtvUUCET7OU,10/23/2023,6:37:21,0.274,0
xfugextfC2aQjJUC6mYw,10/23/2023,6:37:14,0.3315,0
27ml2NbG4Yq1J2szs0M7,10/9/2023,6:31:29,0.3392,0
YwxpuzsLkSQ9LVYdVnnQ,10/2/2023,6:28:10,0.4243,0
qxVneUrYPlFxAmTjL13h,9/25/2023,6:31:10,0.3671,0
0XoKQQsb6rdmWoeul8ZV,10/2/2023,6:28:17,0.3381,0
l0Ox2A5xKhsQaEen5vPP,9/25/2023,6:31:04,0.3849,0
rFuKoSlO7mAOoGGpTetT,9/15/2023,6:27:27,0.3129,0
DlQgc8a91IgLoIUpILj8,2/12/2024,7:12:16,0.3627,0
nAhGKlKUoynzfDL3twj7,2/5/2024,6:36:06,0.3374,0
qu8eKYPgXIkHug4hz0Hj,2/5/2024,6:36:00,0.3264,0
M82WkhYctM6J20oglLX4,1/15/2024,6:24:50,0.3784,0
48dbe5c7Ppge81eckKmo,1/8/2024,6:33:42,0.2598,0
TuUgexvu9OtsdQIMWDTH,12/4/2023,6:35:07,0.3337,0
FHbgelXEUWePSe8W9ALd,11/27/2023,6:56:47,0.3874,0
9LPIv9ZiTtO9js55iPzP,11/27/2023,6:56:39,0.3839,0
lGoi5BU5cT0mllBx9eOo,11/6/2023,6:36:39,0.371,0
cHhyZsBHuyElhXcksHTe,10/30/2023,6:27:58,0.3681,0
sdNDGHVuI8SvNvjxxdOW,10/30/2023,6:27:50,0.371,0
Sc8LIhDBN4PWe24SE1SM,10/16/2023,6:26:27,0.3309,0
Gk6PE91koEsp7zjkBAyA,10/16/2023,6:26:20,0.3356,0
1EzHwaeO46vIG3PxnZBW,10/9/2023,6:31:35,0.3721,0
O88ZNyICdb66KizU5pOq,9/15/2023,6:27:38,0.285,0
TkMqQ8LvSRv1u3AzQ0ol,9/15/2023,6:27:20,0.2702,0
3jlSQJkdFwk1LJUi3MLi,1/29/2024,6:25:58,0.3383,0
jyj227bBp07nEhzFAov4,1/22/2024,6:33:11,0.2943,0
6ChfiIgPHKxTeleHE0AP,1/8/2024,6:33:35,0.3137,0
PTn7UkDaZrn2dnTgXsTB,11/13/2023,6:26:10,0.3538,0
gKkbCxQTGaZTxIE9KZP8,1/15/2024,6:24:55,0.3958,0
i61gwT6LRCh1Qr9ZAR7E,2/12/2024,7:12:23,0.3474,0
DQK3roZjO6qeV4RNnBxI,1/29/2024,6:25:52,0.3829,0
d3dSsONOEtNFHe29uUDD,1/22/2024,6:33:05,0.3321,0
gMhJCHlaMrOYeGS1W3yY,12/4/2023,6:35:13,0.2808,0
jGh81wAd9DUP4Dzn9vSD,11/13/2023,6:26:19,0.3369,0
tgzV9LZxJ4OlKot9jBtj,2/5/2024,6:25:58,0.3262,0
bvzengHRQ7WhFqPnPlzA,1/29/2024,6:35:22,0.3612,0
WNIo78E6qzpezODcNTCe,10/2/2023,6:38:41,0.2631,0
CNiM4sL775qBXauaXmDq,9/25/2023,6:41:02,0.309,0
ydRAM4U3lwiIwvX4n0si,1/22/2024,6:23:25,0.2832,0
gQ78JyDFTzH89VoFadm1,1/15/2024,6:35:15,0.2815,0
BiZHdDEKX6F0lLUaamnl,10/30/2023,6:38:04,0.3251,0
M56QiLebBr3FcTptNLHf,10/23/2023,6:25:26,0.327,0
Od1eOvD5FCelasPoJc0A,1/22/2024,6:23:31,0.2796,0
W5Cd4w0loGhB76mCx27A,12/4/2023,6:25:33,0.263,0
qZEs0G7EwH6NvAHZmP0O,11/27/2023,7:07:22,0.2946,0
nO1ux71e4n8Aslz9MsuN,10/16/2023,6:38:09,0.2815,0
bDYmu0GXHa50EwCxX3zO,10/9/2023,6:41:45,0.3233,0
WaKKMENJJNvUFFR7ekc0,10/2/2023,6:38:47,0.312,0
GllPkRMnrzJHzzY9MIcS,2/5/2024,6:25:52,0.3287,0
6AvXA8pjdgm8ne66Ueg3,11/6/2023,6:25:58,0.2906,0
yC5lyAtQcbaPRWFxjp2G,9/25/2023,6:40:57,0.3016,0
8SAYzzyc8impiX6xxbXg,9/15/2023,6:44:39,0.3086,0
EBf2ofQWe8PECZ9O9R8Y,9/15/2023,6:44:28,0.2627,0
0H8ztfC9ZVBLN9lp7RWh,1/29/2024,6:35:16,0.3567,0
21xFQwMEqISQ0yErScUW,10/9/2023,6:41:51,0.2943,0
yO5iHifUoLTJKm1adRmw,2/12/2024,7:22:35,0.3019,0
t2CjHbLzJr0Mazr16F0N,11/13/2023,6:37:08,0.2785,0
PN9kFmgaMl91922T8lfp,11/13/2023,6:37:02,0.2964,0
anpB6uccjxPZhN3AOIkR,11/6/2023,6:26:05,0.2989,0
dcZFCjtbRarMwzYOwVi7,10/23/2023,6:25:19,0.2772,0
Ij8jhANuWmyA6yAW4a5U,10/16/2023,6:38:16,0.2689,0
raduB6SaopiFFoWsj44W,2/12/2024,7:22:41,0.3002,0
5OsNJls56V4NGRi272MR,1/8/2024,6:24:41,0.2644,0
mJTYXdLZflYVLGxOxiy5,12/4/2023,6:25:39,0.2959,0
ig8xhJh6GtCDcwXaeJxq,10/30/2023,6:38:10,0.321,0
mKtvIRga2MvK8BZln5Zu,1/8/2024,6:24:35,0.2752,0
lDubtwIgEIiyIFdbNF5U,11/27/2023,7:07:28,0.3051,0
13QRjKcPqtjBEndMiutr,9/15/2023,6:44:33,0.2727,0
Wh5OxZUu5Zbqof6wNCx5,1/15/2024,6:35:10,0.2782,0
YDCHlI8UPz1TQ0q39z5V,10/23/2023,6:25:08,0.3562,0
kZxCurjgKKaif4iof61q,10/30/2023,6:27:26,0.3742,0
tYbOP0eEjvmBbWi40lXP,10/23/2023,6:25:01,0.3701,0
uA6xFelB9rlIAC5Wx3uS,10/9/2023,6:31:13,0.3794,0
KxdqRPH7x4WtEdpp7YIz,11/27/2023,6:56:30,0.4,0
0af6QOdJRxx6vMSmeenN,11/13/2023,6:25:51,0.3964,0
cFk9TJEk35VgoDD5Ek4d,11/6/2023,6:36:55,0.3372,0
FtZJVhM9JGXk7H5xi2VH,10/16/2023,6:38:35,0.35,0
aIxLaukPxf1ekf2DV1iX,10/16/2023,6:38:27,0.3518,0
AraVHI1yVijVnxFLlScz,10/2/2023,6:28:37,0.3434,0
awVt7qcDNimlCn2Ganik,10/2/2023,6:28:31,0.3025,0
sX9azwpMpSSzPJgJWj53,9/25/2023,6:30:40,0.352,0
5O6tMcvKYtgXseXqJsK2,9/25/2023,6:30:34,0.3335,0
htfSsrnmlZNkXIRLK7pN,10/30/2023,6:27:37,0.3893,0
zge1cuOV5hZaWptEzxpr,3/4/2024,5:40:42,0.4408,0
eAiQem2q9630oYOnnIVd,10/9/2023,6:31:21,0.3956,0
pG31qHhA1DS0JnMTS4KE,2/12/2024,7:12:38,0.4163,0
SNIcXnoPlrtsc1WaaMC4,1/29/2024,6:25:36,0.4179,0
ii78xUpCoXXpnN57jN3F,1/15/2024,6:25:12,0.352,0
MH0pky6V8K9kHZ7L0HjN,1/8/2024,6:34:00,0.3772,0
etJGCTDzAy1vlWxxq65j,1/8/2024,6:33:54,0.4123,0
rKU06dGF3e0Z9KDkv2ys,12/4/2023,6:35:28,0.3719,0
amvNU7jVmElJuoWfgBdK,12/4/2023,6:35:22,0.3515,0
S6HuHPx1hdMPQnMQ1SQw,11/27/2023,6:56:24,0.3793,0
DuuwAW0LbHvBj6YB8XwS,11/13/2023,6:26:00,0.3387,0
YJFblsjopEXmscqBAznH,11/6/2023,6:36:49,0.4003,0
DjJje71scRqyDZQGmlHU,9/15/2023,6:45:31,0.3485,0
gch75sWcAxXn6tc69DKS,9/15/2023,6:45:24,0.3469,0
a0wbeSDBI7x72zKjEesF,3/14/2024,7:47:24,0.3887,0
zfz7x1UXFMYOcFGwMINe,3/18/2024,7:38:24,0.4185,0
b6BkYMhOWCICPBvn62ZF,3/14/2024,7:47:18,0.4763,0
TLnAhwZaUTiE1RLNCrfk,3/11/2024,7:40:23,0.4412,0
pUr1Twi394FwO4pfqYt0,2/26/2024,5:40:11,0.433,0
u0oFcTCD257clm1qHayq,2/26/2024,5:40:06,0.4241,0
WWcR8D2WR9WF09P0fcFg,2/5/2024,6:36:21,0.4299,0
sIUuE8pBgtagCNZ99Jz6,3/18/2024,7:38:30,0.4102,0
5L8anAlzIAKGySIDTyqM,3/11/2024,7:40:28,0.4195,0
f58u157yx9bIfz6t9pFz,3/4/2024,5:40:47,0.3768,0
2Ov8tEMZbQc7RcBGf8ju,9/15/2023,6:45:19,0.3365,0
9cpt5sdpi6Pgjr73fZ04,1/29/2024,6:25:42,0.3473,0
iDuxD4LJF4v1RvhVL28Z,2/5/2024,6:36:16,0.3547,0
ZgPfafOVNxNQujTpkfPY,1/22/2024,6:33:23,0.3367,0
YmJ5XsNoGwF1DKXmr6WH,2/12/2024,7:12:33,0.4233,0
Cvq6cWcJmL0y7VHqT0kl,1/15/2024,6:25:06,0.4003,0
Dn4Yfpv65kNdBTvzBrxv,1/22/2024,6:33:29,0.3496,0
AMwx8hdSZlx00BqeH1Ef,2/5/2024,6:31:52,0.1959,0
rmgPvGxcxRrRqlg97yKw,1/15/2024,6:29:32,0.2122,0
kb1AzOIneCTtHAYPN93h,2/12/2024,7:16:48,0.2369,0
4UnJlOQHG9jf1ZIbB44w,1/29/2024,6:30:06,0.2197,0
LSsNopaZf3JNwPOMUIbB,1/22/2024,6:29:06,0.1863,0
QS72GwkRElWIgDIxsgGU,1/15/2024,6:29:37,0.238,0
rF7TDPOvxiH8AQi3QVK4,2/12/2024,7:16:40,0.2624,0
9HbClnWbnMEfiFZyb3IG,2/5/2024,6:31:47,0.1837,0
6i1Eic1ihkkKHquLjFVS,1/29/2024,6:30:12,0.1642,0
6QOxLkPQE1ZE3DofcDbP,1/22/2024,6:29:14,0.1796,0
tebMmjgICLS5in4lhhyt,1/15/2024,6:25:29,0.4331,0
FD6i3L3JwGzcykqZldFB,12/4/2023,6:34:57,0.3843,0
5BZzcvkUYwY0ov7lGrtk,11/27/2023,6:57:03,0.4151,0
DlUvBuxShrASBjEpqDeA,11/27/2023,6:56:56,0.4662,0
dh5tHvl9RbpEDsGbtgd2,10/2/2023,6:28:48,0.3993,0
vCbGrLlamSm7wuq3scWs,9/25/2023,6:31:27,0.3713,0
fJQBPIfX33kEJv72HWm0,2/5/2024,6:35:49,0.4317,0
twdt1c82ShEVbN3N2Cxj,10/2/2023,6:28:54,0.4159,0
PVBWAuIcrgtjSgwN42Ud,2/12/2024,7:12:47,0.4958,0
BK2TAju8jpsK9cdCIsgG,1/22/2024,6:32:49,0.4453,0
zgxmq47X6iBmASxiIHvL,1/15/2024,6:25:23,0.4007,0
XC2NYDDHWdyYHByJBRnm,1/8/2024,6:33:26,0.3846,0
KMHeCQNlqYaD2nNFjhAk,1/8/2024,6:33:20,0.3782,0
0GWoLCdxOYUsQu7hT6ng,12/4/2023,6:34:52,0.3982,0
6s5FJb9PIbDP0EMcbe3g,11/13/2023,6:26:40,0.4516,0
tJFTveFYoHtRwlxFtpIF,10/30/2023,6:28:16,0.4275,0
cnkErPxPyew2B8HHfz8V,10/23/2023,6:37:03,0.3893,0
jI7n9AByD9WzUG0VanED,9/25/2023,6:31:21,0.3966,0
gwNDnnfSn4IzpPm9HSGj,9/15/2023,6:28:06,0.3526,0
znN9ZuPntpuGFabJFpnK,9/15/2023,6:28:01,0.3022,0
WnW2JyhbzYIXr54qsxhV,10/16/2023,6:27:12,0.3943,0
lSG7e6rXm5ziJXgok6cX,10/9/2023,6:31:52,0.375,0
3Qk1twSgAU7OTwqNRiHq,10/9/2023,6:31:47,0.4285,0
pObptfTvWlPOvWRVuOW0,2/12/2024,7:12:54,0.4697,0
Il1EASNAwlrWIfHxW1vv,2/5/2024,6:35:43,0.4501,0
5k8397wPN58yrqT0lFBG,1/29/2024,6:26:14,0.4605,0
ScpRWFTcNyL4SI3Tntdl,1/29/2024,6:26:07,0.4335,0
xqiytIwSJaRVKJhfVVlR,11/13/2023,6:26:30,0.4199,0
W9iL8kCv0H15n6ZfSh8K,11/6/2023,6:36:22,0.4089,0
a7mDkuAEX7ZV5bJIjw9g,11/6/2023,6:36:16,0.3909,0
IfaAN1ZPOMrtKQ3QkHJZ,10/23/2023,6:36:56,0.4252,0
KUqqrCRaCX1PxfVumYZI,1/22/2024,6:32:55,0.4709,0
KtnW6nraAES4gVPwgBLJ,10/30/2023,6:28:10,0.456,0
aAPLLouOo3K9dErvKvVI,9/15/2023,6:27:55,0.3325,0
CIepjyVND9M3nqWmfRQ6,1/8/2024,6:33:04,0.3205,0
6zvQF8CH89vde3tp1gM6,12/4/2023,6:34:39,0.3062,0
k4RD45SZOMI61QS90HJR,12/4/2023,6:34:33,0.3365,0
i80BSMmWgJzd2fD3T68y,11/27/2023,6:57:28,0.3776,0
wucV9ONLkRkyqc6Nx7LW,11/13/2023,6:26:52,0.3352,0
eWbW4txRwEgzlLnxHOUx,11/6/2023,6:36:05,0.3106,0
7J30dW602LI7s1XkBnB0,2/12/2024,7:13:09,0.423,0
9ZwP8JZ5KfGup6SZUnG4,2/5/2024,6:35:34,0.4156,0
el4CXkS7tvkedzF21mDa,2/5/2024,6:35:27,0.4195,0
McBF3riJDl2hpae19oBv,1/29/2024,6:26:28,0.3743,0
JbzRKJAm6vRtRk8dJO3g,1/15/2024,6:25:38,0.3967,0
r2CpFuNnr8Oo8XHQDl62,11/27/2023,6:57:21,0.3771,0
egglEfMyl3OfVQhm3080,11/13/2023,6:27:00,0.3131,0
uXQZujD5tuN6Ex3j2G7g,11/6/2023,6:35:59,0.3349,0
WsgCULmwPllxM6JbmK7A,9/15/2023,6:28:30,0.3317,0
aTNUrT4gVh2j3vnxy14O,2/12/2024,7:13:03,0.3995,0
sU1nL2SFt3LFRi5yj8wQ,1/29/2024,6:26:22,0.3384,0
M1qqDmfMQn6hGQpddNRt,1/8/2024,6:33:11,0.2674,0
g4STztKj6WXb4iVgE1WC,10/23/2023,6:36:34,0.3171,0
Un3IOOsuqEG3FpUmCsg1,10/16/2023,6:27:39,0.3566,0
aACN8BXO1eayUKIYQsF8,10/9/2023,6:32:01,0.363,0
fl0YfGt91JXPAsYNToha,1/22/2024,6:32:39,0.3207,0
j13OK19J16bJtH2Lcf8b,1/22/2024,6:32:33,0.3617,0
oK76SfgjaL3z8kf7q2is,1/15/2024,6:25:43,0.3246,0
NG4mdGQANU58Sidn6LCc,10/30/2023,6:28:33,0.3477,0
Uoopats0794ieYAmeGzE,10/30/2023,6:28:26,0.3405,0
rHRETuTjR49mTSeQ17OW,10/23/2023,6:36:43,0.3313,0
WaoNhiTJxe4v5D30wjHB,10/16/2023,6:27:32,0.3648,0
K0BTNvdBStbUxS3KnkW8,10/9/2023,6:32:07,0.3343,0
QUJyNFVTT8H9MMMplbGp,10/2/2023,6:29:12,0.3464,0
qQVCoS59DuDW1h6LWNIf,10/2/2023,6:29:06,0.3704,0
nIwYeeVo4OsIVhUMovpl,9/25/2023,6:31:42,0.3373,0
ZuFTgOHsbVDEpC9UL5ST,9/25/2023,6:31:37,0.3368,0
dJKFWQW5gzQLKBWBkRQx,9/15/2023,6:28:36,0.2891,0
V0m4OWzUc3rOdMpPKwPT,9/15/2023,6:28:24,0.3478,0
V1JVwiyy0EaCHhXVfcBw,9/15/2023,6:29:04,0.3056,0
QTeVe2w2zmIro9Rr23kD,9/15/2023,6:28:52,0.2822,0
d3MUBTxtAEABW76N8dFS,10/30/2023,6:29:00,0.3501,0
Nmpy8TgvZUtj1tCJ15jR,10/16/2023,6:27:50,0.2996,0
E2Lgd6Qg2uyGYsr4Y5Gv,10/9/2023,6:32:23,0.3431,0
3EWocF5NPgQSvS0hPjw4,10/2/2023,6:29:24,0.2865,0
Cs3rQymrbKSQjMtsZFge,9/25/2023,6:32:04,0.3085,0
YMXJ8BCNGojodIUElhg3,9/25/2023,6:31:56,0.3132,0
5Y59jX7Ed9cl0SNL9VwC,2/12/2024,7:13:19,0.4425,0
31WHbeId5Joyzsyp6eus,1/29/2024,6:26:38,0.3227,0
WzTamXxYNG387GZ38RQw,1/22/2024,6:32:25,0.3433,0
XkL6pwSfsrr2UBElPS7n,1/8/2024,6:32:55,0.3528,0
LCERcpnUQOF32sNJkwi6,1/8/2024,6:32:49,0.3628,0
QPPilNj3WTjKtds5a9PT,11/27/2023,6:57:43,0.3556,0
EHTQIRLJQvGn82kfnQdw,11/13/2023,6:27:17,0.2988,0
geBbIz378rRmfpge7Pqa,11/13/2023,6:27:11,0.2895,0
awfrtvx8UQwXDomJV4d0,10/30/2023,6:28:53,0.3158,0
53salRfn6630deK2CpJE,10/23/2023,6:36:08,0.3198,0
BUo43ah8A51EWrZ4lsNi,10/23/2023,6:35:58,0.3449,0
6WiSzTwTWD1SIOtV6B6v,10/9/2023,6:32:17,0.3175,0
WPpTiMrnDq6cRiQMxHsc,10/2/2023,6:29:30,0.2945,0
Lmhb0F4YSUeb8fZSIygr,9/15/2023,6:28:58,0.3012,0
y7bMp1orI8Fvg9FyFpsV,1/29/2024,6:26:44,0.3457,0
0QA5Zk3zfRQ3pj8L8IBq,1/22/2024,6:32:18,0.3292,0
syCAUgwkyR6MggTYczJJ,1/15/2024,6:25:58,0.3413,0
Ideu6xKsUb2UyRPnJ6Jx,1/15/2024,6:25:52,0.3243,0
8GKTMeTLpAFBaM2OocnI,2/12/2024,7:13:24,0.3542,0
M3VbLPQuTwXEwP0l5toJ,11/27/2023,6:57:37,0.2929,0
m6d2674SSbICOUiJoUIe,11/6/2023,6:35:49,0.2605,0
iIRravmFsYMbK03mP1Yj,11/6/2023,6:35:42,0.3282,0
JnuE6fo5coTxY0agaOxs,10/16/2023,6:27:58,0.323,0
r5CvkBA2ZjUMBJ1RhIhp,3/11/2024,7:39:43,0.4164,0
N9dcTwpvCVHhO8LYbPKx,2/20/2024,6:27:01,0.4171,0
PsodRVMzLCo5sV3j0oyG,2/12/2024,7:13:38,0.449,0
jPVtDpJApsS2uD5UZNg5,2/12/2024,7:13:32,0.4245,0
rEomtWNJAs3zOT9ql7Dm,2/5/2024,6:35:10,0.3939,0
6bdYPuuYnnXF8mQrA7Yk,3/18/2024,7:39:42,0.4217,0
O0NZfOV2YmxZrZONt4ln,3/14/2024,7:46:23,0.3815,0
pTdhf5HZhJXqk8SqibfY,3/14/2024,7:46:17,0.4357,0
Zc6Ymph2LxjBoqyZnKyt,3/11/2024,7:39:36,0.4139,0
H4beSmIgnmM4LFAABOAr,3/4/2024,5:41:44,0.3599,0
NDfE45zP6K3gbQVegkw4,3/4/2024,5:41:38,0.4345,0
WqyRV1N3ZrTDriIbPHF2,2/26/2024,5:40:30,0.3875,0
DXxVt6jc6yEGbOyRfXxM,2/26/2024,5:40:25,0.3962,0
HI0i1sM5waHX9DASr1w0,2/20/2024,6:27:08,0.4017,0
gmMKFXDdhwa0Gv43TTMy,2/5/2024,6:35:17,0.368,0
XlSD0KEcNBVjI1MFpQGS,1/29/2024,6:26:58,0.3486,0
BLIlKhLRPvkkeBfSvvR7,1/22/2024,6:32:09,0.3373,0
ec1XRbprQ0NIEKjcd7U4,3/18/2024,7:39:49,0.3658,0
YGwdFT6ghUDXRnZCD6uQ,1/29/2024,6:26:52,0.3698,0
7g5WJcpeTs6Z459o4NGj,1/22/2024,6:32:03,0.3475,0
bcHt69IBsxXe2kGtGb5u,1/15/2024,6:26:13,0.3914,0
u4QzXEJF9dZ9sUqq5PSJ,1/15/2024,6:26:07,0.3835,0
hVsLQNHDN2PUw1N2dwbr,1/8/2024,6:32:41,0.3504,0
nfen3Gxxu2yW8igbjAZU,1/8/2024,6:32:36,0.3369,0
cRtBmWwVeJX4gPRyVr6U,12/4/2023,6:34:18,0.3463,0
XdthkWktz7qXPfSPHdoQ,11/13/2023,6:27:27,0.3965,0
7GM5VZtCoLvZqYRo4lov,11/6/2023,6:35:32,0.3506,0
tzZxGwx0QpiTFYIMxfDY,10/30/2023,6:29:10,0.426,0
IfPlcpMs1dWJv7K5Gp6L,10/23/2023,6:35:46,0.3209,0
lbz33C4EkTxTBsYZDuIf,10/16/2023,6:28:23,0.4359,0
U2VWtobzoDgk8wdgJ9q8,10/16/2023,6:28:08,0.3677,0
OdBAd7CmKHkLAiPJoBdh,10/9/2023,6:32:37,0.4018,0
wXnD2zfu5RvVCVlYWo1m,9/15/2023,6:29:27,0.4213,0
kgLayB9VISzNpgksHqXo,9/15/2023,6:29:20,0.4066,0
oYkN5rUvepXYFIbfSrfa,12/4/2023,6:34:24,0.3699,0
MzqdFB5mQ5OQI9fGhDtr,11/13/2023,6:27:33,0.3631,0
Zyn77VZ1ypkQHxQjM4Uy,11/27/2023,6:57:57,0.3476,0
55CAKqv1rtuARQLRgraj,11/27/2023,6:57:51,0.3866,0
JzMwYI5IDBaqrrWHAL8g,10/30/2023,6:29:16,0.3938,0
tbFeuyWvAPZfq9Xq9MOE,10/9/2023,6:32:30,0.3721,0
6em5dR0XOpiyCuyxY5fP,10/2/2023,6:29:46,0.3747,0
arQNQcuPxroFKSHkuoSl,10/2/2023,6:29:40,0.3794,0
0HOzBqyGv39BDvCkidTy,9/25/2023,6:32:12,0.4131,0
yIBHVE6lvKpPgEDE4JOT,9/15/2023,6:29:34,0.4042,0
ep4cQ36119JCZo47AdYj,11/6/2023,6:35:27,0.4256,0
HflQCRU0D5RUPUlLMTMw,9/25/2023,6:32:18,0.3707,0
bcNt69GRQZPgmhkf9Fl0,10/23/2023,6:35:40,0.3385,0
pPju8tNCnMRjmis1TyMA,10/2/2023,6:29:55,0.3301,1
jQ9nBuYCIdV7eyp26In2,10/30/2023,6:29:26,0.3133,1
1PGHtnu2xdfZwaixZxxo,11/6/2023,6:35:02,0.2987,1
dS6BiBx9EjuN4ij6S7nj,10/2/2023,6:30:00,0.4024,1
Ucym3wFWwbHhsFYr5Kkq,11/27/2023,6:58:07,0.3119,1
jJevfjQdeapqEGeSisID,11/13/2023,6:27:53,0.3125,1
kNjZNhPx8LsHOGgYC2iZ,11/13/2023,6:27:47,0.288,1
Iym9PRZqWTHi5z7YFsgT,11/6/2023,6:35:09,0.2983,1
rg2YsTwKbvaHb874RvoS,9/25/2023,6:32:26,0.2618,1
isDbfgZHKiAiPP90K5x6,9/15/2023,6:30:01,0.3975,1
ZWyBR30BLbMPpdUvPuxk,10/30/2023,6:29:35,0.2946,1
bGlskKzDUOeDvLuCO4ZN,9/15/2023,6:29:50,0.2816,1
z5pb4D4SaA362xMtxgek,12/4/2023,6:34:09,0.3038,1
U77mH17qpvxpyYkyxkYt,12/4/2023,6:34:04,0.2957,1
5PMD0jW4OJcTo9aLeo6B,11/27/2023,6:58:13,0.3188,1
TO7uPgZ7PX2kpOstUrzt,10/16/2023,6:28:44,0.3056,1
yATh0rTgNF3PpznAZsy3,10/9/2023,6:32:50,0.3246,1
5xmElU76Y4Z9yJWqI9n8,10/9/2023,6:32:45,0.3475,1
GBfXYCyIQMgPfTnzxdFy,2/12/2024,7:13:46,0.3159,1
yDNhejKDXEaeBztTMGVx,2/5/2024,6:35:01,0.2499,1
0ETPPE0zwhyn8mAhaDIH,9/25/2023,6:32:31,0.3006,1
k9GnB7aWlsmcEm5dux2H,1/29/2024,6:27:12,0.3255,1
59zX1lK5EaSFJI31WVm5,1/29/2024,6:27:06,0.3058,1
np4t9hFzOVqIWc9aJe32,9/15/2023,6:29:56,0.4069,1
VVqQdlEsDoyyIIuvx4bK,1/22/2024,6:31:47,0.2844,1
Nwc12dV6E7e9gdwMlZAz,10/23/2023,6:35:30,0.2628,1
